"TMDB_ID","DID"
4474,8858
9397,8858
9493,8858
41630,8858
200505,8858
951,8858
10890,8858
6068,8858
10122,8876
11158,8876
621,8876
5689,8876
623,8929
11416,8965
23514,8966
1452,9032
81005,9032
127585,9032
36657,9032
36658,9032
2253,9032
629,9032
75780,9033
630,9049
770,9049
630,9054
653,9076
1687,9108
634,9158
12104,9168
11327,9168
635,9168
11615,9168
1632,9168
4476,9181
9882,9181
9665,9181
10684,9181
616,9181
1372,9181
13813,9181
43347,9181
12159,9198
617,9200
9489,9248
858,9248
24803,9248
9722,9248
87818,9281
605,9339
603,9339
9303,9339
7459,9339
83542,9339
76757,9339
604,9339
76757,9340
83542,9340
9303,9340
603,9340
604,9340
7459,9340
605,9340
139567,9556
9277,9577
642,9577
88751,9622
41515,9622
647,9660
647,9661
5279,9789
651,9789
660,9855
646,9855
657,9855
668,9868
9289,9894
682,9915
681,9915
253,9915
658,9915
804,10001
665,10001
609,10051
30497,10051
667,10076
698,10076
691,10076
86825,10099
709,10179
708,10179
699,10179
700,10179
707,10179
9768,10367
8669,10395
9383,10491
563,10491
861,10491
5548,10491
10802,10491
402,10491
961,10517
9531,10586
8536,10586
705,10601
44912,10702
11678,10702
12201,10702
36557,10702
9342,10702
710,10702
1656,10702
762,10707
583,10707
4543,10707
9543,10723
674,10723
9366,10723
11820,10723
712,10723
713,10757
8814,10765
2085,10765
10623,10765
82684,10781
10140,10781
36643,10781
1957,10781
770,10790
8698,10808
36647,10808
4961,10828
11253,10828
1487,10828
68726,10828
36586,10828
71469,10855
3112,10921
36670,10930
5549,10930
1891,10930
6479,10943
561,10943
55787,10943
131631,10943
101299,10943
2277,10965
672,10965
9441,10965
772,10965
771,10965
788,10965
1833,10965
19840,10965
671,10965
32657,10965
23202,11012
747,11090
107985,11090
4638,11090
22538,11090
59108,11091
87818,11091
36668,11091
12572,11091
5175,11091
2109,11091
184315,11091
5994,11091
10589,11091
5174,11091
9533,11091
8470,11151
11036,11151
10024,11151
193610,11151
7457,11151
10195,11181
11971,11181
3036,11181
137094,11181
150689,11181
673,11218
2266,11218
49047,11218
9693,11218
1391,11218
22832,11266
70436,11266
4858,11266
752,11266
12445,11343
767,11343
675,11343
12444,11343
9620,11401
12100,11401
955,11401
2019,11401
9208,11401
754,11401
11360,11426
756,11426
10895,11426
756,11427
3170,11427
756,11428
3170,11428
11224,11429
756,11429
10895,11429
10340,11429
12092,11429
756,11430
756,11431
756,11432
11224,11434
756,11434
10340,11434
10693,11434
12092,11434
301,11435
900,11435
910,11435
20504,11447
9516,11447
768,11447
98357,11448
20504,11448
12572,11448
9516,11448
768,11448
1642,11472
11814,11505
15144,11505
2108,11505
2616,11505
9377,11505
2609,11505
745,11614
9697,11614
6947,11614
2675,11614
10196,11614
9741,11614
8645,11614
82700,11614
9390,11649
2028,11649
74465,11649
1903,11649
9621,11649
786,11649
2637,11676
38363,11694
137113,11694
2501,11694
10218,11694
8247,11694
787,11694
227306,11701
948,11770
9663,11770
6978,11770
9945,11770
8769,11770
2654,11770
10061,11770
1103,11770
8337,11770
790,11770
10016,11770
45657,11770
2670,11777
10307,11809
11812,11873
796,11873
10033,11873
795,11887
8839,11887
18162,11887
11774,11887
13051,12028
11866,12028
8007,12028
806,12028
47964,12028
10555,12058
808,12058
9023,12079
809,12079
45772,12079
80321,12080
15512,12080
809,12080
109451,12095
810,12098
58423,12098
810,12099
11778,12114
947,12238
907,12238
826,12238
844,12453
11104,12453
1989,12453
9947,12523
846,12523
6278,12523
8836,12524
2176,12632
11548,12677
850,12698
19899,12708
127493,12786
27582,12786
76163,12786
1995,12786
1701,12786
2275,12786
10053,12786
265208,12786
916,12804
49948,12824
11009,12840
860,12840
2086,12840
2605,12840
1727,12840
97,12859
9444,12881
7450,12881
11497,12881
14160,12890
585,12890
24428,12891
16320,12891
91739,12891
9408,12905
9942,12920
813,12936
8764,12936
9595,12936
9255,12936
9294,12962
864,12962
6637,12962
27022,12962
137093,12962
2064,12962
2059,12962
4244,12962
10136,12964
9749,12964
37137,12987
37136,12987
8764,12987
2830,12987
4256,12987
4257,12987
813,12987
865,12988
8326,12989
8845,12989
1965,12989
5503,12989
12123,12989
4643,12989
9884,12989
866,12995
8066,12995
7979,12995
10764,12995
1365,12995
1262,12995
72190,12995
45610,12995
27576,13015
9331,13015
9481,13015
10003,13015
9869,13015
227156,13015
5125,13079
2080,13079
129670,13235
2755,13235
2266,13235
65057,13235
9675,13235
9451,13235
871,13265
11202,13265
5924,13265
4808,13284
872,13284
872,13294
9506,13426
36593,13426
12107,13426
9291,13426
1824,13426
11381,13426
64807,13426
11665,13426
36685,13484
13785,13524
10400,13563
11888,13581
11806,13581
888,13581
23172,13581
9279,13581
11637,13581
888,13594
15037,13614
15037,13615
888,13620
892,13680
8195,13776
2155,13776
914,13848
962,13848
901,13848
10098,13848
3082,13848
903,13859
9920,13927
7299,13927
8780,14172
97630,14392
281,14392
8665,14392
12162,14392
1089,14392
44945,14409
966,14520
5925,14520
10911,14566
34647,14597
12110,14639
957,14639
11072,14639
3034,14639
8005,14639
10156,14639
770,14674
11113,14674
630,14674
12139,14692
11884,14692
10734,14773
11549,14773
984,14773
11005,14911
11287,14911
2280,14911
10331,14999
923,14999
11683,14999
7552,15002
926,15002
146216,15002
9021,15045
23023,15045
13767,15045
10222,15111
97614,15115
1844,15148
9341,15148
73567,15175
9552,15175
1051,15175
41216,15217
13183,15217
924,15217
23629,15217
1271,15217
49521,15217
87818,15218
45132,15218
118340,15218
9035,15218
1726,15277
10138,15277
6795,15277
212778,15277
10719,15277
49849,15277
228203,15287
11096,15337
54138,15344
37686,15344
13475,15344
956,15344
98548,15345
218043,15358
1090,15361
1092,15378
12572,15435
162903,15557
50620,15557
50619,15557
1125,15557
580,15663
37135,15774
326359,15774
9408,15774
109445,15774
37135,15775
4523,15775
15789,15775
10481,15775
13205,15778
812,15810
10144,15810
9016,15810
10198,15810
11970,15810
9994,15810
10144,15811
11970,15811
10198,15811
9016,15811
812,15811
9994,15811
8587,15812
7484,15812
3293,15872
9504,15890
7183,15890
579,16187
14462,16294
274,16294
9800,16294
8390,16328
1268,16356
1359,16378
123,16384
1360,16391
4688,16391
7555,16483
27578,16483
1371,16483
1374,16483
1246,16483
1367,16483
1366,16513
10495,16513
8856,16513
1885,16513
1375,16513
8491,16544
1368,16544
1369,16566
11969,16566
9874,16566
1370,16589
9594,16590
3635,16785
1248,16785
127372,16785
152259,16829
23169,16834
9480,16837
1250,16837
13477,16837
77663,16837
1267,16842
1690,16847
11547,16847
1691,16847
1696,16848
24150,16848
2082,16848
2662,16848
104755,16848
10950,16853
215211,16919
2266,16927
9350,16938
8914,16938
10131,16938
1573,16938
10477,16938
11412,16938
16617,16938
188207,16938
17134,16938
9954,16938
773,16959
103332,16959
773,16960
103332,16960
102780,17016
628,17016
4413,17016
10096,17046
10521,17046
9986,17046
37056,17046
1430,17087
1777,17087
2359,17087
27573,17167
1439,17167
11529,17167
8676,17167
8488,17167
11932,17268
6466,17268
3604,17281
1491,17329
51876,17329
157350,17329
90125,17350
16995,17350
246080,17350
1523,17350
49494,17350
162215,17350
1542,17403
7512,17403
3179,17403
12569,17403
55347,17439
10147,17447
1548,17447
11078,17494
10661,17494
9032,17494
9957,17494
109418,17494
71880,17494
50546,17494
9614,17494
38365,17494
3563,17494
1562,17597
63207,17597
204922,17608
224141,17633
1574,17633
1904,17633
10197,17633
1865,17633
1577,17649
9820,17698
22897,17698
1581,17698
6964,17698
3981,17698
1592,17812
10592,17812
6145,17812
8090,17812
10559,17812
9411,17812
12096,17825
18360,17825
181533,17825
11870,17825
1593,17825
39254,17825
35056,17825
116741,17825
239678,17825
12090,17825
11007,17825
23082,17835
2056,17867
55725,17867
238215,17867
5966,17871
16538,17871
6415,17883
1599,17883
82693,17883
168672,17883
45317,17883
244566,17884
87436,18184
1620,18184
38541,18184
3489,18250
13389,18250
1633,18250
9588,18254
1634,18254
10025,18281
9919,18281
11520,18281
1493,18281
1498,18308
9612,18308
11467,18311
13673,18311
24438,18323
11172,18323
2642,18323
12508,18356
1648,18356
10057,18356
10414,18356
11674,18356
1649,18357
8920,18357
1788,18378
1654,18392
9766,18500
1677,18596
11983,18596
1813,18596
119283,18596
2623,18596
4929,18635
1685,18635
10911,18669
1688,18669
1705,18669
268238,18844
74534,18844
48289,18844
1934,18844
8916,18863
10527,18863
953,18863
270946,18863
80321,18863
953,18864
38055,18864
10527,18864
80321,18864
75656,18865
18823,18865
10027,18865
4108,18865
1724,18865
9335,18865
1725,18868
94348,18878
9799,18878
10048,18878
1735,18878
11228,18878
8840,18878
7451,18878
11478,18878
241251,18878
10366,18889
98567,18897
8587,18898
1729,18898
10137,18898
82703,18898
62046,18898
10996,18898
10756,18898
7304,19000
1781,19012
11966,19142
157825,19224
11171,19224
18736,19228
4566,19242
49040,19242
16558,19242
100402,19271
1819,19271
100402,19272
1819,19272
228967,19274
109414,19274
10358,19303
48572,19303
23742,19303
2292,19303
2295,19303
1832,19303
2293,19303
2255,19303
2294,19303
9541,19303
246403,19303
3116,19304
84892,19311
102362,19346
1273,19499
10669,19665
11527,19665
160139,19684
144336,19769
228150,19769
1266,19769
77016,19769
7873,19769
1892,19800
26428,19840
1933,19840
49730,19850
11023,19850
8966,19850
9787,19850
190955,19866
1921,19969
132363,20019
82390,20019
25793,20019
36970,20030
23437,20031
41436,20133
15092,20192
1948,20192
18501,20192
71676,20192
1948,20193
18501,20193
15092,20193
71676,20193
1954,20218
1954,20219
9801,20237
1969,20307
70667,20307
1969,20308
70667,20308
82657,20310
1970,20310
1975,20310
67660,20400
168530,20400
184098,20400
11045,20400
9738,20400
2001,20561
152599,20561
9447,20629
9355,20629
6069,20629
65759,20629
9836,20629
9659,20629
77875,20646
1402,20646
11321,20646
2011,20659
244458,20659
2011,20709
10678,20739
2018,20739
80585,20739
10229,20739
2976,20739
10202,20739
9641,20739
10022,20739
7485,20907
2034,20907
117263,20907
9567,20907
156022,20907
26390,20907
9477,20907
2044,21031
10220,21053
10866,21053
13811,21085
9495,21085
2666,21085
2266,21126
2057,21136
77987,21183
64690,21183
37861,21183
18533,21183
24480,21198
189197,21206
15196,21217
10377,21217
2069,21217
44147,21217
8848,21370
7520,21370
9619,21370
1647,21370
74998,21370
11973,21370
254904,21370
9348,21370
26123,21475
2100,21526
2335,21647
2110,21647
2332,21647
2334,21647
11652,21673
10748,21677
2266,21678
246860,21678
2266,21681
2266,21683
110415,21684
2114,21692
2114,21693
2116,21712
189197,21712
2266,21768
2266,21769
2266,21771
10303,21819
39312,21863
2134,21869
50321,21879
2135,21879
10380,21879
9837,21879
21032,21879
13184,21905
9966,21905
2140,21931
15159,21981
10923,21981
123553,21981
38575,21981
10222,22012
180296,22214
15373,22214
50647,22214
2171,22214
2179,22301
77883,22676
8838,23213
210479,23227
136418,23227
46503,23287
11892,23393
72331,23430
8909,23430
209403,23532
2284,23539
340,23626
2300,23677
2312,23799
184125,23799
2330,23945
2657,23964
10199,23964
70160,23964
4464,23964
152790,23968
2323,23968
4614,23968
2322,23968
138697,24045
2355,24173
8976,24248
2313,24294
14181,24294
10466,24318
4141,24949
2486,25453
11114,25558
9829,25598
2502,25598
109424,25598
2503,25598
22972,25598
157360,25703
13989,25873
14359,26095
64328,26205
145220,26205
121824,26473
11069,26479
25195,26481
13596,26502
2122,26502
10393,26502
11522,26502
2636,26648
9360,26648
9334,26713
9268,26713
10072,26713
854,26713
14620,26714
250546,26714
9823,26714
2667,26849
2667,26850
159117,26850
10320,26875
8277,26971
10501,27005
47327,27226
14435,27226
2652,27571
4513,27571
24021,27571
2661,27728
13001,27745
2665,27746
159117,27757
103328,27977
1694,27991
2789,28239
12403,28239
87421,28239
2787,28239
55931,28249
11979,28741
9314,28898
9336,28904
11622,28904
11187,28976
2959,29009
10184,29009
78698,29009
9779,29009
18240,29214
9762,29214
6557,29214
2977,29226
2900,29524
3021,29605
8999,29605
107846,29605
48171,29605
13207,29922
9373,29922
37430,29922
1534,29922
630,29962
3093,30365
4824,30365
84199,30368
8967,30715
60281,30715
11400,30715
3133,30715
8741,30715
3050,31024
23398,31024
10468,31024
9293,31024
8427,31024
9966,31033
13184,31033
11165,31074
34813,31119
9003,31211
10313,31511
12225,32250
9086,32277
3512,32277
7191,32278
41402,32278
119450,32278
49013,32532
10762,32593
2022,32593
9678,32593
8457,32593
87818,32593
187596,32593
87436,32799
70868,32983
16577,33183
82650,33183
11619,33183
60307,33183
3597,33254
9763,33279
9482,33279
3600,33279
11823,33315
9754,33315
189197,33316
11281,33341
94363,33349
77877,33433
3638,33433
9822,33485
9362,33485
1406,33485
11358,34453
15969,34480
48838,34510
3989,34517
9473,34517
4032,34611
4104,34682
9320,34682
5825,34682
4133,34849
3933,34891
14919,34934
14919,35270
9289,35318
9053,35452
4108,35452
266396,35453
26389,35453
8681,35453
4488,35475
4248,35689
4247,35689
12153,35689
9072,35689
13805,35694
7278,35694
225703,35694
40264,35694
9760,35694
225703,35734
13805,35734
7278,35734
40264,35734
9760,35734
26022,35736
11918,35796
9471,36425
534,36425
59962,36425
192102,36425
4327,36425
11170,36425
50456,36588
17332,36588
4347,36588
4348,36588
96724,36588
4349,36602
10159,36602
13416,36602
193756,36602
44833,36602
8960,36602
1259,36693
1265,36697
115348,36797
20943,36797
8065,36797
8835,36797
4379,36797
37821,36797
9778,36804
254375,36804
18126,36804
4380,36804
17529,37360
64689,37618
4512,37618
4518,37630
4517,37630
12572,37630
8831,37710
4437,37710
9946,37710
9631,37932
9654,37932
8409,37932
4551,37932
22803,37932
10634,37932
4553,37948
207933,37948
43552,37948
158011,37948
37786,38023
4564,38023
9972,38689
44244,38692
10536,39779
7303,39819
9040,39996
10774,39996
968,39996
7972,39996
389,39996
75174,40223
227300,40223
7516,40223
34544,40223
10538,40230
4951,40243
11469,40243
46529,40256
8271,40256
13027,40256
11081,40256
112200,40277
9667,40307
12144,40345
9444,40345
4978,40345
11497,40345
7450,40345
255343,40541
245891,40644
245891,40684
172533,40863
84348,40863
4964,41039
6957,41039
20829,41039
89492,41039
26466,41041
41215,41041
5123,41285
5137,41378
242042,41549
9100,41549
9879,41550
34851,41671
10294,41671
4597,41671
12118,41720
10157,41720
37725,42274
5289,42712
42297,42745
5375,42994
9522,42994
205587,42994
49520,42994
6038,42994
7461,43141
49049,43141
5550,44056
9837,44113
5559,44113
5559,44114
270946,44114
9042,44179
192134,44740
189197,44797
14534,44847
5708,45052
157849,45052
27579,45052
198277,45117
5723,45117
82532,45405
82532,45407
55420,45459
244267,45459
8689,45572
10185,45996
123109,45996
5851,46076
6877,46076
8584,46076
54318,46297
